GISJOIN,link
G51036648,"['https://www.herndon-va.gov/about-us/smart-cities-project', 'https://www.herndon-va.gov/departments/finance/purchasing', 'https://www.herndon-va.gov/about-us/sustainability', 'https://www.herndon-va.gov/home/showpublisheddocument/16050/637807801067082321', 'https://www.herndon-va.gov/home/showpublisheddocument/16066/637810491711394976', 'https://www.herndon-va.gov/home/showpublisheddocument/16656', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/misc-pages/site-map', 'https://www.herndon-va.gov/government/town-attorney/claims', 'https://www.herndon-va.gov/departments/community-development/business-resources', 'https://www.herndon-va.gov/recreation/golf/comment-form', 'https://www.herndon-va.gov/government/town-budget/budget-transparency-tool', 'https://www.herndon-va.gov/government/town-attorney/claim-form', 'https://www.herndon-va.gov/recreation/golf/outings', 'https://www.herndon-va.gov/recreation/fitness/fitness-faq', 'https://www.herndon-va.gov/government/application-to-serve-on-town-boards-and-commissions', 'https://www.herndon-va.gov/recreation/about-parks-recreation/survey-results', 'https://www.herndon-va.gov/recreation/aquatics/national-aquatics-month', 'https://www.herndon-va.gov/recreation/history', 'https://www.herndon-va.gov/recreation/community-center/corporate-memberships', 'https://www.herndon-va.gov/government/related-government-links', 'https://www.herndon-va.gov/departments/community-development/community-development-projects-page', 'https://www.herndon-va.gov/departments/recreation/parks-and-recreation-calendar', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/i-want-to/locate', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/i-want-to/subscribe', 'https://www.herndon-va.gov/recreation/golf/rates/annual-passes', 'https://www.herndon-va.gov/recreation/agency-plans', 'https://www.herndon-va.gov/recreation/golf/important-links', 'https://www.herndon-va.gov/government/boards-commissions/code-of-ethics', 'https://www.herndon-va.gov/recreation/work-with-p-r', 'https://www.herndon-va.gov/vision', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/i-want-to/request', 'https://www.herndon-va.gov/departments/communications-economic-development', 'https://www.herndon-va.gov/recreation/special-events/4th-of-july', 'https://www.herndon-va.gov/public-safety/support-services', 'https://www.herndon-va.gov/Home/Components/StaffDirectory/StaffDirectory/6/', 'https://www.herndon-va.gov/government/boards-commissions/advisory-committees', 'https://www.herndon-va.gov/recreation/special-events/wintermarkt', 'https://www.herndon-va.gov/recreation/community-center/gift-certificates', 'https://www.herndon-va.gov/departments/public-safety/patrol-and-investigations', 'https://www.herndon-va.gov/online-services/permits-and-applications', 'https://www.herndon-va.gov/government/town-manager/count-on-us', 'https://www.herndon-va.gov/town-services/building-inspections', 'https://www.herndon-va.gov/departments/human-resources', 'https://www.herndon-va.gov/departments/public-safety/crime-prevention', 'https://www.herndon-va.gov/online-services/online-payments', 'https://www.herndon-va.gov/online-services/forms', 'https://www.herndon-va.gov/departments/capital-improvement-program', 'https://www.herndon-va.gov/recreation/parks-trails-nature/harding-park', 'https://www.herndon-va.gov/government/town-attorney/traffic-court', 'https://www.herndon-va.gov/about-us/recreation/about-parks-recreation', 'https://www.herndon-va.gov/government/mayor-town-council/volunteer-appreciation', 'https://www.herndon-va.gov/government/town-budget', 'https://www.herndon-va.gov/departments/public-works/green-government-certification', 'https://www.herndon-va.gov/Home/Components/StaffDirectory/StaffDirectory/5/', 'https://www.herndon-va.gov/recreation/strategic-and-comprehensive-plans', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/privacy-statement', 'https://www.herndon-va.gov/departments/public-works', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/i-want-to/apply-for', 'https://www.herndon-va.gov/public-safety/office-of-the-chief/internal-affairs', 'https://www.herndon-va.gov/recreation', 'https://www.herndon-va.gov/departments/finance', 'https://www.herndon-va.gov/Home/Components/StaffDirectory/StaffDirectory/94/2695', 'https://www.herndon-va.gov/departments/community-development/zoning', 'https://www.herndon-va.gov/departments/public-safety/canine', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/custom-pages/custom-documents-images-calendar/-item-2192/-sortn-EDate/-selcat-1091/-sortd-desc/-toggle-allpast/-folder-1115', 'https://www.herndon-va.gov/departments/community-development/development-services/architectural-review', 'https://www.herndon-va.gov/departments/community-development/planning-policy/downtown-planning', 'https://www.herndon-va.gov/recreation/golf/rates', 'https://www.herndon-va.gov/recreation/volunteer-with-herndon/individual-volunteer-form', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/i-want-to/view', 'https://www.herndon-va.gov/government/boards-commissions/architectural-review-board', 'https://www.herndon-va.gov/recreation/special-events/homecoming-parade', 'https://www.herndon-va.gov/town-services/water-and-sewer/water-and-sewer-billing/start-or-stop-service/start-service/landlord-authorization', 'https://www.herndon-va.gov/town-services/water-and-sewer/utility-billing-and-rates/water-and-sewer-billing', 'https://www.herndon-va.gov/government/boards-commissions/heritage-preservation-review-board', 'https://www.herndon-va.gov/Home/Components/StaffDirectory/StaffDirectory/28/', 'https://www.herndon-va.gov/recreation/community-center/admission-fees', 'https://www.herndon-va.gov/town-services/building-inspections/applications-and-forms', 'https://www.herndon-va.gov/online-services', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/i-want-to/reserve', 'https://www.herndon-va.gov/recreation/indoor-tennis-center', 'https://www.herndon-va.gov/departments/community-development/development-services/plan-review', 'https://www.herndon-va.gov/departments/communications-economic-development/sm/i-want-to/pay', 'https://www.herndon-va.gov/recreation/special-events/kids-trout-fishing-derby', 'https://www.herndon-va.gov/recreation/special-events/holiday-arts-and-crafts-show', 'https://www.herndon-va.gov/departments/town-manager', 'https://www.herndon-va.gov/Home/Components/News/News/2402/307?backlist=%2Frecreation', 'https://www.herndon-va.gov/departments/community-development/development-services', 'https://www.herndon-va.gov/town-services/taxes-licenses/meals-tax', 'https://www.herndon-va.gov/recreation/parks-trails-nature/runnymede-park', 'https://www.herndon-va.gov/recreation/special-events/park-and-stream-clean-up', 'https://www.herndon-va.gov/recreation/parks-trails-nature/bruin-park', 'https://www.herndon-va.gov/departments/chestnut-grove-cemetery', 'https://www.herndon-va.gov/departments/community-development/development-services/map-resources', 'https://www.herndon-va.gov/about-us/recreation/community-center', 'https://www.herndon-va.gov/government/boards-commissions/planning-commission', 'https://www.herndon-va.gov/recreation/community-center/operating-hours', 'https://www.herndon-va.gov/about-us', 'https://www.herndon-va.gov/Home/Components/StaffDirectory/StaffDirectory/162/', 'https://www.herndon-va.gov/recreation/golf/golf-associations']"
G51047672,['https://www.lynchburgva.gov/sites/default/files/COLFILES/Information-Technology/Strategic%20Plan%20FY2022-2024_FINAL_BK.pdf']
G51056000,"['https://www.nnva.gov/2351/Public-Private-Partnerships', 'https://www.nnva.gov/2345/Smart-Cities', 'https://www.nnva.gov/2352/Public-Safety', 'https://www.nnva.gov/DocumentCenter/View/16664', 'https://www.nnva.gov/DocumentCenter/View/4477/Strategic-Management-Plan-PDF?bidId=', 'https://www.nnva.gov/Blog.aspx?ARC=L&What=1&CC=0&From=']"
G51057000,"['https://www.norfolk.gov/3985/IT-Focus-Area-Three', 'https://www.norfolk.gov/3983/IT-Focus-Area-Two', 'https://www.norfolk.gov/4444/Goal-1-Design-the-Coastal-Community-of-t', 'https://www.norfolk.gov/DocumentCenter/View/56598/Experience-Norfolk-2019?bidId=', 'https://www.norfolk.gov/DocumentCenter/View/63978/2020-Annual-Comprehensive-Financial-Report-PDF']"
G51064000,"['https://www.portsmouthva.gov/714/Economic-Development', 'https://www.portsmouthva.gov/DocumentCenter/View/4617/Portsmouth-Developing-Community-Broadband-Network', 'https://www.portsmouthva.gov/DocumentCenter/View/9076/D2-Innovation-Overlay-District-Briefing?bidId=', 'https://www.portsmouthva.gov/DocumentCenter/View/9342/City-Council-D2-Rezoning-Presentation-Nov-10-2020', 'https://www.portsmouthva.gov/2175/Innovation-District', 'https://www.portsmouthva.gov/DocumentCenter/View/8134/FY-2021-Proposed-Budget-Tabs', 'https://www.portsmouthva.gov/DocumentCenter/View/9393/20-296e-Public-hearing']"
G51082000,"['https://www.vbgov.com/news/pages/selected.aspx?release=3805&title=virginia+beach+wins+2018+idc+smart+cities+north+america+award', 'https://www.vbgov.com/government/departments/communications-info-tech/Pages/IT-Career-Opportunities.aspx', 'https://www.vbgov.com/news/pages/selected.aspx?release=3729&title=regional+approach+to+flooding+and+sea+level+rise+earns+smart+50+award', 'https://www.vbgov.com/news/pages/selected.aspx?release=3995&title=voice-activated+access+to+virginia+beach+information+is+here', 'https://www.vbgov.com/news/pages/selected.aspx?release=5760&title=city%E2%80%99s+cio+peter+wallace+named+among+top+25+doers,+dreamers+and+drivers+of+2022+by+government+technology+magazine', 'https://www.vbgov.com/government/departments/public-works/flood-protection-program/Documents/2-22-22%20City%20Council%20FPP%20Implementation%20Plan%20Presentation%20with%20Communications%20Strategy.pdf', 'https://www.vbgov.com/government/departments/communications-info-tech/Documents/Master%20Technology%20Plan/Gartner-Chapter2.pdf']"
G51086720,"['https://www.winchesterva.gov/new-innovative-drone-technology-be-tested', 'https://www.winchesterva.gov/rouss-review']"
G53005210,"['https://bellevuewa.gov/city-government/departments/ITD/smartcity', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/smart-mobility-plan-2018.pdf', 'https://bellevuewa.gov/city-government/departments/ITD', 'https://bellevuewa.gov/city-news/council-roundup-grand-connection-planning-advances', 'https://bellevuewa.gov/city-government/departments/ITD/about', 'https://bellevuewa.gov/city-government/city-council/council-vision/high-quality-built-and-natural-environment', 'https://bellevuewa.gov/city-government/departments/ITD/doing-business-with-it', 'https://bellevuewa.gov/city-government/departments/ITD/strategy', 'https://bellevuewa.gov/city-news/bellevue-named-digital-cities-survey-winner', 'https://bellevuewa.gov/city-government/departments/city-managers-office/unmanned-aerial-systems-testing', 'https://bellevuewa.gov/city-government/departments/finance/budget-and-performance/performance-reporting-portal/transportation-performance', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/Enterprise%20Tech%20Strat%20Plan%202018.pdf', 'https://bellevuewa.gov/city-government/departments/ITD/services', 'https://bellevuewa.gov/city-government/departments/utilities', 'https://bellevuewa.gov/city-government/departments/city-managers-office', 'https://bellevuewa.gov/city-government/departments/finance', 'https://bellevuewa.gov/city-government/departments/city-attorneys-office', 'https://bellevuewa.gov/city-government/departments/development', 'https://bellevuewa.gov/city-government/departments/city-clerks-office', 'https://bellevuewa.gov/city-government/departments/human-resources', 'https://bellevuewa.gov/city-government/departments/transportation', 'https://bellevuewa.gov/city-government/departments/fire', 'https://bellevuewa.gov/city-government/departments/parks', 'https://bellevuewa.gov/city-government/departments/community-development', 'https://bellevuewa.gov/city-government/departments/police', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2021/Council-Priorities-2021-23.pdf', 'https://bellevuewa.gov/city-government/departments/transportation/projects/transportation-levy-projects/technology-for-safety-and-traffic-management', 'https://bellevuewa.gov/UserFiles/Servers/Server_4779004/File/Finance/Current%20Budget%20Documents/2019-20_PrelimDepartmentInformation.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2021/Council-Vision-Priorities-2021.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2021/2021-2022%20Executive%20Summary.pdf', 'https://bellevuewa.gov/sitemap', 'https://bellevuewa.gov/UserFiles/Servers/Server_4779004/File/Transportation/Publications/vision-zero-action-plan-scope-of-work-092418.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/It%27s%20Your%20City%2010-18.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2016_Annual_Perf_Rpt.pdf', 'https://bellevuewa.gov/UserFiles/Servers/Server_4779004/File/Finance/Current%20Budget%20Documents/2019-20_PrelimCIP.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/hsc-minutes-2-6-18-approved.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2022/ParksPlan_Draft_2022-02-03_withMaps.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2020/21-22%20Prelim%20Budget%20Book%20-%20Updated.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/07_Utilities_FINAL_20150807.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/JUNE_2014_IYC_web.pdf', 'https://bellevuewa.gov/UserFiles/Servers/Server_4779004/File/Finance/Current%20Budget%20Documents/2017-18_CIP.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2020/Bellevue%20Economic%20Development%20Plan%20%28Full%20File%2C%20Adopted%2011-2-2020%29.pdf', 'https://bellevuewa.gov/sites/default/files/media/pdf_document/2020/Bellevue%20Enviornmental%20Stewardship%20Plan_Adopted.pdf']"
G53005280,"['https://cob.org/wp-content/uploads/Magellan-Advisors.pdf', 'https://www.cob.org/gov/dept/hearing/Lists/cases/Attachments/968/Decision%20207%20Kentucky%20Street.pdf', 'https://cob.org/wp-content/uploads/Broadband_Contract_MAGELLAN-ADVISORS-LLC.pdf', 'https://cob.org/wp-content/uploads/the-Carbon-Free-City-Handbook-1.0.pdf']"
G53035940,"['https://www.kirklandwa.gov/Government/Departments/Finance-and-Administration/Purchasing-Services/Doing-Business-with-the-City', 'https://www.kirklandwa.gov/files/sharedassets/public/boards-and-commissions/transportation-commission/2022/06_july-27-meeting/k2044-comprehensive-plan-and-transportation-master-plan-update-for-2022-2024.pdf', 'https://www.kirklandwa.gov/Government/Departments/Planning-and-Building/Code-and-Plan-Amendment-Projects/Kirkland-2044-Comprehensive-Plan-Update', 'https://www.kirklandwa.gov/files/sharedassets/public/city-council/agenda-documents/2018/jan-2-2018/14b1_reports.pdf', 'https://www.kirklandwa.gov/files/sharedassets/public/planning-amp-building/planning-commission/2044-comprehensive-plan-update-4_28_22-pc-packet-web-cam22-00023.pdf']"
G53037900,"['https://www.lakestevenswa.gov/CivicAlerts.aspx?AID=633', 'https://www.lakestevenswa.gov/']"
G53057535,"['https://www.redmond.gov/1423/Overview', 'https://www.redmond.gov/1477/SEPA-Scoping', 'https://www.redmond.gov/DocumentCenter/View/15458/2020_11-04---SEPA---Scoping-Document-PDF', 'https://www.redmond.gov/DocumentCenter/View/10397', 'https://www.redmond.gov/DocumentCenter/View/21711', 'https://www.redmond.gov/189/City-Council', 'https://www.redmond.gov/DocumentCenter/View/17429/6-Budget-by-Priorities-PDF']"
G53063000,"['https://www.seattle.gov/community-technology-advisory-board/what-we-do/committees/smart-city-and-community-innovations', 'http://www.seattle.gov/documents/Departments/Tech/OpenData/EO_2016-01_Open_Data.pdf', 'https://www.seattle.gov/documents/Departments/EmployeeDirectory2021-07.pdf', 'https://www.seattle.gov/community-technology-advisory-board/meet-the-board', 'https://www.seattle.gov/community-technology-advisory-board/technology/rss-news-feeds-and-podcasting', 'https://www.seattle.gov/Documents/Departments/Tech/OpenData/City_of_Seattle_2018_Open_Data_Plan.pdf', 'http://www.seattle.gov/documents/departments/broadband/facilitatingequitableaccesstowirelessbroadbandservicesinseattlectcreport2017.pdf', 'https://www.seattle.gov/documents/Departments/Emergency/PlansOEM/SHIVA/SHIVAv7.0-Cyber.pdf', 'https://www.seattle.gov/Documents/Departments/Tech/Privacy/2019%20Privacy%20Program%20Annual%20Report.pdf', 'https://www.seattle.gov/Documents/Departments/FinanceDepartment/20proposedbudget/ITD.pdf', 'https://www.seattle.gov/Documents/Departments/SeattleIT/DigitalEngagement/OpenData/FPF-Open-Data-Risk-Assessment-for-City-of-Seattle.pdf', 'http://www.seattle.gov/documents/Departments/SDOT/UrbanDesignProgram/PedestrianWayfindingProgram/Seamless%20Seattle%20Digital%20Strategy%20190628.pdf']"
G53067000,"['https://my.spokanecity.org/news/stories/2020/02/17/smart-water-smart-buildings-smart-city/', 'https://my.spokanecity.org/solidwaste/recycling/services/', 'https://my.spokanecity.org/tags/']"
G54039460,"['https://www.cityofhuntington.com/residents/americas-best-communities/smart-cities/', 'https://www.cityofhuntington.com/assets/pdf/14STW_Plan_FNL.pdf']"
G55010025,['https://www.ci.brookfield.wi.us/DocumentCenter/View/15811/City-of-Brookfield-2050-Comprehensive-Plan---Text-Only-WEB-SMALL-FILE']
G55039225,"['https://www.kenosha.org/visitors/news/702-kenosha-common-council-approves-privately-funded-smart-city-development', 'https://www.kenosha.org/visitors/news/731-city-of-kenosha-moves-forward-with-kenosha-innovation-neighborhood', 'https://www.kenosha.org/sitemap', 'https://www.kenosha.org/visitors/news/752-cares-act-funds-available-for-rent-assistance', 'https://www.kenosha.org/visitors/news/567-city-of-kenosha-s-response-to-covid-19', 'https://www.kenosha.org/visitors/news/779-statement-from-kenosha-mayor-john-antaramian', 'https://www.kenosha.org/visitors/news/691-small-businesses-remain-hopeful-in-kenosha-s-uptown-neighborhood', 'https://www.kenosha.org/visitors/news/874-update-on-missing-person-case-jeffrey-o-connor', 'https://www.kenosha.org/visitors/news/853-kenosha-police-department-update-on-december-10-homicide']"
G55048000,"['https://www.cityofmadison.com/news/city-of-madison-is-a-2019-digital-cities-winner', 'https://www.cityofmadison.com/fleet-service/blog/madison-cuts-ribbon-on-nakoosa-trail-ushering-in-new-era-at-fleet', 'https://www.cityofmadison.com/dpced/planning/documents/Part1_ComprehensivePlan.pdf', 'https://www.cityofmadison.com/dpced/planning/documents/Oscar%20Mayer%20Strategic%20Assessment.pdf']"
G55066000,"['https://www.cityofracine.org/uploadedFiles/_MainSiteContent/Government/Mayor/_News/Racine%20Foxconn%20Smart%20City%20MOU%203-19-19_Final_Approved.pdf', 'https://www.cityofracine.org/mayor/', 'https://www.cityofracine.org/uploadedFiles/_MainSiteContent/Government/Mayor/_Documents/Mayor%20Budget%20Address%202018-19.pdf', 'https://www.cityofracine.org/_Home/News/Address-for-City-Budget-2021/', 'https://www.cityofracine.org/uploadedFiles/_MainSiteContent/_Home/News/_Documents/2022%20Budget%20Address%2010.19.22%20FINAL.pdf', 'https://www.cityofracine.org/Departments/Finance/_Documents/Operating-Budgets/2022-Adopted-Budget/', 'https://www.cityofracine.org/uploadedFiles/_MainSiteContent/Departments/Finance/_Documents/Proposed_Budget_Documents/2020%20Proposed%20Budget.pdf']"
